ResponseId,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,WorkExp,Industry,ConvertedCompYearly
27751,I am a developer by profession,45-54 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,14,"Developer, desktop or enterprise applications",100 to 499 employees,Pakistan,14,Manufacturing,8614
27761,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,1,"Developer, full-stack",100 to 499 employees,Finland,2,Software Development,39740
27762,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,8,"Developer, front-end","10,000 or more employees",India,7,Retail and Consumer Services,41274
27764,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,22,"Developer, mobile",20 to 99 employees,Portugal,22,Software Development,118147
27768,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,34,24,"Developer, full-stack",100 to 499 employees,Romania,24,Software Development,107887
27771,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,6,Engineering manager,20 to 99 employees,Poland,6,Software Development,29696
27775,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,12,"Developer, back-end","1,000 to 4,999 employees",Canada,12,"Internet, Telecomm or Information Services",123578
27776,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",34,20,"Developer, back-end",100 to 499 employees,Norway,20,Software Development,83764
27777,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,Less than 1 year,Data scientist or machine learning specialist,"5,000 to 9,999 employees",Romania,0,Other:,47470
27779,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"Developer, full-stack",100 to 499 employees,Austria,10,"Internet, Telecomm or Information Services",67129
27782,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,17,15,Research & Development role,20 to 99 employees,France,16,Software Development,70888
27783,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,"Developer, full-stack",20 to 99 employees,Bangladesh,2,Software Development,6798
27784,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,10,Research & Development role,20 to 99 employees,Poland,10,"Internet, Telecomm or Information Services",103935
27785,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",6,5,Other (please specify):,"1,000 to 4,999 employees",Switzerland,5,Banking/Financial Services,111417
27790,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,14,Blockchain,100 to 499 employees,Bulgaria,14,Banking/Financial Services,65907
27794,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,4,"Developer, full-stack",20 to 99 employees,Germany,5,Software Development,77332
27797,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,In-person,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",16,8,Academic researcher,20 to 99 employees,Germany,8,Higher Education,75184
27803,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,4,"Developer, back-end","10,000 or more employees",Poland,5,Other:,70000
27804,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,5,"Developer, desktop or enterprise applications",500 to 999 employees,Brazil,5,Software Development,24243
27805,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,17,"Developer, full-stack",100 to 499 employees,Ukraine,17,Healthcare,66795
27810,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,10,"Developer, full-stack",2 to 9 employees,India,10,Software Development,20000
27816,I am a developer by profession,35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,16,"Developer, back-end",20 to 99 employees,Norway,16,Software Development,102950
27817,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,13,"Developer, full-stack",100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,16,Other:,146496
27818,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,2,Research & Development role,20 to 99 employees,Netherlands,3,Healthcare,40492
27819,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,2,"Developer, back-end","10,000 or more employees",United Kingdom of Great Britain and Northern Ireland,2,Media & Advertising Services,57325
27820,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,7,2,System administrator,100 to 499 employees,Poland,3,Computer Systems Design and Services,49493
27828,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,"Developer, QA or test","1,000 to 4,999 employees",Germany,6,Software Development,49407
27831,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,Less than 1 year,"Developer, full-stack",100 to 499 employees,Greece,1,Software Development,13533
27835,I am a developer by profession,18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,1,"Developer, full-stack",20 to 99 employees,Portugal,1,Other:,10311
27837,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Less than 1 year,"Developer, full-stack","1,000 to 4,999 employees",Japan,1,Fintech,35004
27841,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,5,4,"Developer, back-end",20 to 99 employees,Ukraine,4,Software Development,1234
27842,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,5,"Developer, mobile",10 to 19 employees,India,6,Software Development,8374
27843,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, full-stack",20 to 99 employees,Germany,4,Software Development,69814
27847,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,"Developer, back-end",20 to 99 employees,France,3,Media & Advertising Services,32222
27848,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,4,"Developer, full-stack",2 to 9 employees,Finland,4,Computer Systems Design and Services,38666
27850,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,10,Cloud infrastructure engineer,20 to 99 employees,Germany,12,Software Development,96666
27851,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,5,"Developer, embedded applications or devices",2 to 9 employees,Norway,3,Computer Systems Design and Services,82360
27852,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9,"Developer, front-end",20 to 99 employees,Denmark,13,Software Development,108002
27856,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,8,"Senior Executive (C-Suite, VP, etc.)",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,8,Software Development,119108
27857,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,2,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",Germany,2,Software Development,69814
27864,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,11,"Developer, full-stack",2 to 9 employees,Brazil,13,Other:,8392
27866,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,10,"Developer, full-stack",20 to 99 employees,Netherlands,10,Banking/Financial Services,83777
27868,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Less than 1 year,"Developer, full-stack",20 to 99 employees,Germany,1,Software Development,53703
27869,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,Student,10 to 19 employees,Czech Republic,4,Computer Systems Design and Services,4343
27870,I am a developer by profession,45-54 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34,23,"Developer, game or graphics","10,000 or more employees",Belgium,33,Software Development,71962
27872,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,2,Data engineer,500 to 999 employees,United States of America,3,"Transportation, or Supply Chain",40000
27873,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,5,"Developer, full-stack",20 to 99 employees,Albania,5,Retail and Consumer Services,64257
27876,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,16,"Developer, full-stack","1,000 to 4,999 employees",France,26,Insurance,133700
27877,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,10,"Developer, embedded applications or devices",500 to 999 employees,Denmark,10,Other:,103681
27878,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,10,"Developer, back-end",100 to 499 employees,Netherlands,10,Fintech,128887
27880,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,7,Research & Development role,10 to 19 employees,Finland,8,Healthcare,75184
27881,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,10,"Developer, desktop or enterprise applications","10,000 or more employees",France,10,Manufacturing,53703
27883,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,7,"Developer, back-end","1,000 to 4,999 employees",Ukraine,8,Software Development,70600
27886,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,5,"Developer, mobile",10 to 19 employees,India,5,Software Development,19142
27887,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,15,"Developer, full-stack",100 to 499 employees,France,15,"Internet, Telecomm or Information Services",96666
27890,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",9,7,"Developer, back-end","10,000 or more employees",Netherlands,7,NA,77977
27891,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, back-end",20 to 99 employees,Turkey,6,Other:,12984
27892,I am a developer by profession,18-24 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,2,"Developer, back-end","1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,1,Software Development,76433
27896,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,5,1,Project manager,2 to 9 employees,South Africa,1,Computer Systems Design and Services,484
27898,I am a developer by profession,45-54 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,12,"Developer, back-end","1,000 to 4,999 employees",Sweden,20,Higher Education,36246
27903,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,Less than 1 year,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,Pakistan,5,Banking/Financial Services,2000000
27904,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",15,10,"Developer, full-stack",10 to 19 employees,Australia,10,Software Development,85886
27906,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,7,"Developer, embedded applications or devices",2 to 9 employees,Poland,10,Software Development,53452
27907,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",NA,3,"Developer, full-stack",100 to 499 employees,India,3,Software Development,10767
27908,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,1,"Developer, full-stack",2 to 9 employees,Peru,1,Higher Education,6337
27909,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,7,6,"Developer, full-stack",500 to 999 employees,Rwanda,6,Energy,13616
27911,I am a developer by profession,35-44 years old,In-person,Some college/university study without earning a degree,16,12,"Developer, full-stack",20 to 99 employees,Italy,14,Software Development,45111
27912,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,4,Student,100 to 499 employees,Germany,4,Software Development,1074
27915,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,12,"Developer, full-stack",10 to 19 employees,Canada,12,Healthcare,130847
27916,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,16,13,Project manager,20 to 99 employees,Thailand,13,"Internet, Telecomm or Information Services",161109
27917,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9,Less than 1 year,"Developer, full-stack",I don’t know,Spain,1,Software Development,12889
27924,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,12,"Developer, full-stack",10 to 19 employees,Netherlands,12,Software Development,75184
27925,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,3,Other:,95000
27928,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,7,"Developer, full-stack",100 to 499 employees,Poland,7,Software Development,103935
27930,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,2,"Developer, back-end",10 to 19 employees,Spain,2,Software Development,29537
27932,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,16,"Developer, full-stack",100 to 499 employees,Belgium,16,"Internet, Telecomm or Information Services",61222
27933,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,10,Cloud infrastructure engineer,20 to 99 employees,France,10,Energy,75184
27936,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,14,"Developer, embedded applications or devices",100 to 499 employees,Austria,25,Manufacturing,75184
27937,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,9,Academic researcher,20 to 99 employees,Germany,2,Higher Education,55851
27938,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,3,Database administrator,"10,000 or more employees",Switzerland,7,Fintech,144842
27940,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,10,"Developer, back-end",100 to 499 employees,Germany,10,"Internet, Telecomm or Information Services",69814
27944,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,15,"Developer, full-stack",20 to 99 employees,India,15,Fintech,43068
27945,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,19,14,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,Spain,19,Software Development,107406
27951,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,5,Cloud infrastructure engineer,20 to 99 employees,Germany,15,"Internet, Telecomm or Information Services",118147
27954,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,DevOps specialist,20 to 99 employees,Turkey,2,Media & Advertising Services,30914
27956,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, back-end",20 to 99 employees,Lithuania,4,"Transportation, or Supply Chain",45111
27957,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,7,"Developer, full-stack",100 to 499 employees,Serbia,7,Higher Education,102036
27959,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,"Developer, back-end","1,000 to 4,999 employees",Greece,5,Software Development,41351
27962,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44,36,"Developer, full-stack",20 to 99 employees,United States of America,40,Banking/Financial Services,400000
27964,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,"Developer, back-end",20 to 99 employees,Kyrgyzstan,3,"Internet, Telecomm or Information Services",16669
27965,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,Project manager,"5,000 to 9,999 employees",Canada,2,Government,30531
27966,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,12,Developer Experience,20 to 99 employees,France,12,Software Development,53703
27968,I am a developer by profession,18-24 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14,4,"Developer, game or graphics",2 to 9 employees,Egypt,11,Software Development,5257
27973,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,1,Academic researcher,10 to 19 employees,Canada,4,Computer Systems Design and Services,14539
27974,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,9,7,"Developer, full-stack","10,000 or more employees",Germany,9,Software Development,74110
27975,I am a developer by profession,18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,2,"Developer, full-stack",20 to 99 employees,Germany,3,"Transportation, or Supply Chain",15037
27979,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,12,"Developer, full-stack",20 to 99 employees,Poland,12,Software Development,138580
27981,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,12,"Developer, front-end",100 to 499 employees,Armenia,12,Software Development,42572
27982,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,5,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,5,"Transportation, or Supply Chain",44586
27985,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,7,3,System administrator,20 to 99 employees,Poland,3,Software Development,23757
27986,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,10,"Developer, full-stack",2 to 9 employees,Canada,13,Other:,87231
27987,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,1,"Developer, full-stack",100 to 499 employees,United States of America,1,Other:,62500
27988,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,"Developer, full-stack",20 to 99 employees,United Republic of Tanzania,7,Software Development,11472
27989,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,"Developer, full-stack",100 to 499 employees,United States of America,5,Retail and Consumer Services,100000
27993,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,14,9,"Developer, embedded applications or devices",500 to 999 employees,Austria,9,Software Development,70888
27994,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,"Developer, back-end","1,000 to 4,999 employees",Denmark,15,Retail and Consumer Services,108002
27995,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,8,7,Developer Experience,500 to 999 employees,Netherlands,8,Retail and Consumer Services,112777
27997,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,11,"Developer, full-stack",100 to 499 employees,Romania,11,Software Development,41382
27998,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,Less than 1 year,Data scientist or machine learning specialist,"10,000 or more employees",Germany,1,Banking/Financial Services,33296
27999,I am a developer by profession,55-64 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,33,"Developer, front-end","1,000 to 4,999 employees",United States of America,33,Government,89000
28004,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,19,"Developer, embedded applications or devices",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,17,"Internet, Telecomm or Information Services",85350
28006,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,10,"Developer, AI","1,000 to 4,999 employees",Poland,9,Software Development,123732
28010,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,4,"Developer, back-end",10 to 19 employees,France,4,NA,50481
28011,I am a developer by profession,18-24 years old,In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,1,DevOps specialist,20 to 99 employees,France,1,Other:,33511
28014,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,5,"Developer, embedded applications or devices",10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,5,Other:,38216
28016,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25,25,Project manager,2 to 9 employees,Italy,35,Software Development,53703
28017,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,Security professional,"5,000 to 9,999 employees",Angola,4,Government,6
28019,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",14,11,"Developer, back-end","1,000 to 4,999 employees",Slovakia,10,Software Development,38666
28020,I am a developer by profession,25-34 years old,In-person,Some college/university study without earning a degree,13,8,"Developer, full-stack",20 to 99 employees,United States of America,7,Manufacturing,90000
28021,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,4,2,"Developer, full-stack",100 to 499 employees,United States of America,16,Energy,115000
28022,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,4,"Developer, full-stack",10 to 19 employees,United States of America,6,Software Development,80000
28023,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,"Developer, back-end",20 to 99 employees,Lithuania,3,Retail and Consumer Services,71962
28024,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,Less than 1 year,Designer,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,1,NA,30573
28025,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,4,Other (please specify):,100 to 499 employees,United States of America,17,Other:,125000
28029,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,6,Other (please specify):,20 to 99 employees,Germany,6,Manufacturing,107406
28030,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",17,12,"Developer, front-end","1,000 to 4,999 employees",Austria,12,Fintech,123517
28031,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,11,9,"Developer, back-end","1,000 to 4,999 employees",Czech Republic,9,Fintech,65152
28032,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,8,Other (please specify):,100 to 499 employees,France,8,Higher Education,36518
28033,I am a developer by profession,35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,19,"Developer, back-end",10 to 19 employees,United States of America,23,Software Development,140000
28034,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,8,"Developer, full-stack",2 to 9 employees,United Kingdom of Great Britain and Northern Ireland,7,Other:,112101
28037,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,7,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,9,Software Development,51592
28040,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,6,"Developer, mobile","5,000 to 9,999 employees",Germany,6,Software Development,69814
28041,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,4,2,"Developer, back-end",100 to 499 employees,Spain,1,"Internet, Telecomm or Information Services",20407
28042,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,4,"Engineer, site reliability","5,000 to 9,999 employees",Germany,4,"Transportation, or Supply Chain",73036
28045,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,10,2,"Developer, back-end","1,000 to 4,999 employees",United Kingdom of Great Britain and Northern Ireland,2,Banking/Financial Services,50955
28046,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, full-stack",20 to 99 employees,Jordan,2,Software Development,21162
28047,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,1,"Developer, front-end",2 to 9 employees,Brazil,6,Fintech,26854
